,HomeTeam,AwayTeam,FTHG,FTAG,result,HTHG,HTAG,HTR,HST,AST,HF,AF,HY,AY,HR,AR,player_Name_home,player_Wins_home,player_Losses_home,player_Goals_home,player_Goals per match_home,player_Penalties scored_home,player_Shooting accuracy %_home,player_Own goals_home,player_Yellow cards_home,player_Red cards_home,player_Fouls_home,Forward_home,rank_home,matches_played_home,wins_home,drawns_home,goals_for_home,goals_against_home,goals_diff_home,points_home,lossess_home,rank_away,matches_played_away,wins_away,drawns_away,goals_for_away,goals_against_away,goals_diff_away,points_away,lossess_away,player_Name_away,player_Wins_away,player_Losses_away,player_Goals_away,player_Goals per match_away,player_Penalties scored_away,player_Shooting accuracy %_away,player_Own goals_away,player_Yellow cards_away,player_Red cards_away,player_Fouls_away,Forward_away,numberof_winby_home_between,numberof_winby_away_between,numberof_match_draw_between,number_of_match_play_between,Past_5_match_won_by_home,Past_5_match_won_by_away,Past_5_match_drwan
218,Liverpool,Chelsea,4,1,H,3,0,H,13,5,15,13,2,4,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,2,1,2,5,2,1,2
219,Liverpool,Chelsea,2,2,D,0,1,A,12,6,8,11,5,2,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,2,1,2,5,2,1,2
220,Liverpool,Chelsea,0,2,A,0,1,A,8,4,9,7,0,4,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,2,1,2,5,2,1,2
221,Liverpool,Chelsea,1,1,D,0,1,A,9,7,11,12,3,1,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,2,1,2,5,2,1,2
222,Liverpool,Chelsea,2,0,H,0,0,D,7,3,5,9,0,1,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,2,1,2,5,2,1,2
223,Man United,Chelsea,1,2,A,0,1,A,3,5,14,11,3,1,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1,2,6,3,0,2
224,Man United,Chelsea,3,1,H,3,0,H,7,9,11,12,2,3,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1,2,6,3,0,2
225,Man United,Chelsea,0,0,D,0,0,D,3,4,9,9,0,2,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1,2,6,3,0,2
226,Man United,Chelsea,2,0,H,1,0,H,3,0,16,20,3,3,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1,2,6,3,0,2
227,Man United,Chelsea,2,1,H,1,1,D,5,7,13,12,2,2,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1,2,6,3,0,2
228,Man United,Chelsea,1,1,D,1,1,D,5,3,9,14,3,2,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1,2,6,3,0,2
229,Aston Villa,Chelsea,2,1,H,1,1,D,5,13,19,13,2,1,0,0,Bertrand Traoré,2,4,2,0,0,35,0,0,0,3,Bertrand Traoré,9,924,316,275,1117,1186,-2,50,333,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,1,0,2,1,1,0
230,Aston Villa,Chelsea,1,2,A,1,0,H,7,8,13,8,2,3,1,1,Bertrand Traoré,2,4,2,0,0,35,0,0,0,3,Bertrand Traoré,9,924,316,275,1117,1186,-2,50,333,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,1,0,2,1,1,0
231,Arsenal,Chelsea,0,3,A,0,2,A,3,5,17,12,2,2,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,2,3,6,1,1,3
232,Arsenal,Chelsea,3,1,H,1,0,H,8,4,12,16,2,3,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,2,3,6,1,1,3
233,Arsenal,Chelsea,0,0,D,0,0,D,8,7,11,11,3,4,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,2,3,6,1,1,3
234,Arsenal,Chelsea,0,0,D,0,0,D,2,4,7,11,2,1,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,2,3,6,1,1,3
235,Arsenal,Chelsea,0,1,A,0,1,A,1,6,14,13,1,3,1,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,2,3,6,1,1,3
236,Arsenal,Chelsea,2,2,D,0,0,D,6,6,11,11,3,2,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,2,3,6,1,1,3
237,Newcastle,Chelsea,1,1,D,1,1,D,3,13,9,11,2,1,0,0,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,7,920,346,234,1249,1235,0,53,340,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,0,1,2,3,0,1,2
238,Newcastle,Chelsea,2,2,D,1,0,H,5,4,12,15,1,2,0,0,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,7,920,346,234,1249,1235,0,53,340,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,0,1,2,3,0,1,2
239,Newcastle,Chelsea,1,2,A,0,0,D,2,3,16,8,3,1,0,0,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,7,920,346,234,1249,1235,0,53,340,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,0,1,2,3,0,1,2
240,West Brom,Chelsea,1,3,A,1,3,A,6,11,7,10,1,0,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,3,1,7,2,2,1
241,West Brom,Chelsea,1,0,H,0,0,D,11,6,9,10,3,1,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,3,1,7,2,2,1
242,West Brom,Chelsea,2,1,H,1,1,D,6,12,7,13,0,0,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,3,1,7,2,2,1
243,West Brom,Chelsea,1,1,D,0,1,A,1,4,9,13,3,4,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,3,1,7,2,2,1
244,West Brom,Chelsea,3,0,H,1,0,H,5,3,12,11,3,2,0,1,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,3,1,7,2,2,1
245,West Brom,Chelsea,2,3,A,1,3,A,6,5,9,12,2,1,0,1,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,3,1,7,2,2,1
246,West Brom,Chelsea,0,1,A,0,0,D,2,5,13,8,3,0,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,3,1,7,2,2,1
247,Southampton,Chelsea,0,3,A,0,1,A,6,6,13,11,6,0,0,0,Michael Obafemi,10,12,4,0,0,40,0,2,0,13,Michael Obafemi,12,772,238,214,937,1087,-7,46,320,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,0,1,0,1,0,1,0
248,Crystal Palace,Chelsea,0,3,A,0,1,A,4,4,12,15,3,0,0,0,Michy Batshuayi,37,15,13,0,0,34,0,0,0,24,Michy Batshuayi,14,388,111,96,425,564,-13,42,181,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,0,1,0,1,0,1,0
249,Leicester,Chelsea,1,3,A,1,0,H,2,4,10,1,1,0,0,0,Fousseni Diabaté,3,7,0,15,0,33,0,1,0,1,Fousseni Diabaté,11,498,157,136,623,718,-7,46,205,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,1,0,2,1,1,0
250,Leicester,Chelsea,2,1,H,1,0,H,5,5,16,8,2,0,0,0,Fousseni Diabaté,3,7,0,15,0,33,0,1,0,1,Fousseni Diabaté,11,498,157,136,623,718,-7,46,205,3,1038,558,257,1770,1002,28,71,223,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,1,1,0,2,1,1,0
251,Everton,Man United,3,1,H,1,1,D,7,5,12,10,5,1,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
252,Everton,Man United,3,3,D,1,1,D,14,8,11,18,1,1,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
253,Everton,Man United,0,1,A,0,1,A,11,6,12,8,3,0,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
254,Everton,Man United,1,0,H,0,0,D,7,7,12,11,1,2,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
255,Everton,Man United,2,0,H,2,0,H,5,2,9,8,2,2,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
256,Everton,Man United,3,0,H,2,0,H,7,4,6,10,0,2,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
257,Everton,Man United,1,1,D,0,1,A,6,2,13,11,2,3,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
258,Everton,Man United,0,2,A,0,0,D,0,6,11,10,2,0,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,4,2,2,8,3,1,1
259,Wolves,Man United,0,1,A,0,0,D,6,6,9,8,2,1,0,0,Leonardo Campana,0,0,0,0,0,0,0,0,0,0,Leonardo Campana,18,190,48,49,203,327,-24,38,93,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,0,3,1,2,0
260,Wolves,Man United,0,5,A,0,3,A,3,18,6,11,1,1,1,0,Leonardo Campana,0,0,0,0,0,0,0,0,0,0,Leonardo Campana,18,190,48,49,203,327,-24,38,93,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,0,3,1,2,0
261,Wolves,Man United,2,1,H,1,1,D,2,4,5,11,1,2,0,1,Leonardo Campana,0,0,0,0,0,0,0,0,0,0,Leonardo Campana,18,190,48,49,203,327,-24,38,93,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,0,3,1,2,0
262,Tottenham,Man United,1,3,A,1,2,A,7,13,16,13,3,2,0,1,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,3,1,6,2,2,1
263,Tottenham,Man United,1,3,A,0,1,A,9,5,8,10,1,2,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,3,1,6,2,2,1
264,Tottenham,Man United,1,1,D,0,1,A,18,4,7,14,1,4,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,3,1,6,2,2,1
265,Tottenham,Man United,3,0,H,0,0,D,8,1,10,10,3,3,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,3,1,6,2,2,1
266,Tottenham,Man United,2,1,H,1,0,H,7,2,14,15,1,2,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,3,1,6,2,2,1
267,Tottenham,Man United,0,1,A,0,1,A,11,8,8,8,1,2,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,3,1,6,2,2,1
268,Burnley,Man United,1,0,H,1,0,H,2,9,8,12,2,1,0,0,Matej Vydra,11,30,6,0,0,54,0,1,0,9,Matej Vydra,15,190,51,44,190,297,-21,39,95,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1,0,2,1,1,0
269,Burnley,Man United,0,2,A,0,2,A,2,9,7,13,2,3,0,1,Matej Vydra,11,30,6,0,0,54,0,1,0,9,Matej Vydra,15,190,51,44,190,297,-21,39,95,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1,0,2,1,1,0
270,Man City,Man United,0,1,A,0,0,D,5,3,8,12,2,1,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
271,Man City,Man United,1,0,H,1,0,H,5,2,11,14,3,2,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
272,Man City,Man United,2,3,A,0,2,A,11,3,11,9,4,3,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
273,Man City,Man United,4,1,H,2,0,H,5,3,8,12,1,2,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
274,Man City,Man United,1,0,H,0,0,D,6,2,15,9,3,1,0,1,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
275,Man City,Man United,0,1,A,0,1,A,2,3,9,12,1,1,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
276,Man City,Man United,0,0,D,0,0,D,6,1,10,8,1,0,0,1,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
277,Fulham,Man United,3,0,H,1,0,H,7,4,10,9,0,1,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1,1,3,1,1,1
278,Fulham,Man United,2,2,D,0,1,A,8,7,7,6,2,2,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1,1,3,1,1,1
279,Fulham,Man United,0,1,A,0,0,D,8,8,8,15,1,1,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1,1,3,1,1,1
280,West Ham,Man United,0,4,A,0,1,A,7,11,8,16,0,1,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,2,5,1,2,2
281,West Ham,Man United,2,4,A,2,0,H,2,9,10,9,1,2,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,2,5,1,2,2
282,West Ham,Man United,2,2,D,1,1,D,4,9,9,7,1,0,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,2,5,1,2,2
283,West Ham,Man United,3,2,H,1,0,H,6,2,6,18,1,3,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,2,5,1,2,2
284,West Ham,Man United,0,0,D,0,0,D,2,6,12,12,1,1,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,2,2,5,1,2,2
285,Liverpool,Man United,3,1,H,2,0,H,10,7,12,12,2,3,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
286,Liverpool,Man United,1,2,A,0,0,D,8,4,14,7,1,2,1,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
287,Liverpool,Man United,1,0,H,1,0,H,5,4,15,15,2,4,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
288,Liverpool,Man United,1,2,A,0,1,A,1,4,14,17,2,2,1,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
289,Liverpool,Man United,0,1,A,0,0,D,4,1,6,18,0,2,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
290,Liverpool,Man United,0,0,D,0,0,D,3,1,14,20,0,4,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
291,Liverpool,Man United,3,1,H,1,1,D,11,2,6,14,0,2,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,3,3,1,7,2,2,1
292,Chelsea,Man United,2,1,H,0,1,A,11,7,11,14,3,2,0,1,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,0,2,4,2,0,2
293,Chelsea,Man United,3,3,D,1,0,H,10,10,14,13,2,1,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,0,2,4,2,0,2
294,Chelsea,Man United,3,1,H,2,0,H,6,4,15,21,1,3,0,1,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,0,2,4,2,0,2
295,Chelsea,Man United,1,1,D,0,0,D,5,7,6,9,0,3,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,1,1038,648,224,1989,929,39,80,166,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,2,0,2,4,2,0,2
