,HomeTeam,AwayTeam,FTHG,FTAG,result,HTHG,HTAG,HTR,HST,AST,HF,AF,HY,AY,HR,AR,player_Name_home,player_Wins_home,player_Losses_home,player_Goals_home,player_Goals per match_home,player_Penalties scored_home,player_Shooting accuracy %_home,player_Own goals_home,player_Yellow cards_home,player_Red cards_home,player_Fouls_home,Forward_home,rank_home,matches_played_home,wins_home,drawns_home,goals_for_home,goals_against_home,goals_diff_home,points_home,lossess_home,rank_away,matches_played_away,wins_away,drawns_away,goals_for_away,goals_against_away,goals_diff_away,points_away,lossess_away,player_Name_away,player_Wins_away,player_Losses_away,player_Goals_away,player_Goals per match_away,player_Penalties scored_away,player_Shooting accuracy %_away,player_Own goals_away,player_Yellow cards_away,player_Red cards_away,player_Fouls_away,Forward_away,numberof_winby_home_between,numberof_winby_away_between,numberof_match_draw_between,number_of_match_play_between,Past_5_match_won_by_home,Past_5_match_won_by_away,Past_5_match_drwan
417,Tottenham,Newcastle,5,0,H,4,0,H,9,3,7,9,2,1,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,1,0,3,2,1,0
418,Tottenham,Newcastle,2,1,H,1,1,D,9,7,5,11,0,2,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,1,0,3,2,1,0
419,Tottenham,Newcastle,0,1,A,0,1,A,14,4,5,15,1,2,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,1,0,3,2,1,0
420,Burnley,Newcastle,1,1,D,1,0,H,2,4,12,12,2,2,0,0,Matej Vydra,11,30,6,0,0,54,0,1,0,9,Matej Vydra,15,190,51,44,190,297,-21,39,95,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
421,Burnley,Newcastle,1,0,H,0,0,D,5,5,9,10,3,0,0,0,Matej Vydra,11,30,6,0,0,54,0,1,0,9,Matej Vydra,15,190,51,44,190,297,-21,39,95,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
422,Burnley,Newcastle,1,2,A,1,2,A,4,3,6,11,0,1,0,0,Matej Vydra,11,30,6,0,0,54,0,1,0,9,Matej Vydra,15,190,51,44,190,297,-21,39,95,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
423,Man City,Newcastle,2,1,H,1,1,D,5,4,11,13,3,2,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
424,Man City,Newcastle,3,1,H,2,0,H,9,7,10,7,0,0,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
425,Man City,Newcastle,4,0,H,2,0,H,11,1,9,7,2,3,0,1,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
426,Man City,Newcastle,5,0,H,3,0,H,9,1,9,8,3,2,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
427,Fulham,Newcastle,1,0,H,0,0,D,9,3,14,19,0,3,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
428,Fulham,Newcastle,5,2,H,0,1,A,7,9,8,12,0,4,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
429,Fulham,Newcastle,2,1,H,1,0,H,7,13,13,11,0,0,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
430,Fulham,Newcastle,1,0,H,0,0,D,3,3,11,6,1,0,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,0,0,4,4,0,0
431,West Ham,Newcastle,1,3,A,1,2,A,2,9,9,6,0,0,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,0,4,2,2,0
432,West Ham,Newcastle,1,0,H,0,0,D,3,1,9,16,3,2,0,1,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,0,4,2,2,0
433,West Ham,Newcastle,2,0,H,1,0,H,3,4,8,11,0,2,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,0,4,2,2,0
434,West Ham,Newcastle,2,3,A,1,1,D,6,4,9,12,1,1,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,0,4,2,2,0
435,Liverpool,Newcastle,3,0,H,1,0,H,5,3,15,10,1,2,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,3,0,1,4,3,0,1
436,Liverpool,Newcastle,3,1,H,1,1,D,7,2,7,11,0,2,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,3,0,1,4,3,0,1
437,Liverpool,Newcastle,1,1,D,0,1,A,12,3,10,13,0,1,0,1,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,3,0,1,4,3,0,1
438,Liverpool,Newcastle,2,0,H,1,0,H,6,3,8,17,2,0,0,1,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,3,0,1,4,3,0,1
439,Chelsea,Newcastle,2,2,D,1,1,D,7,9,17,13,4,2,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
440,Chelsea,Newcastle,0,2,A,0,1,A,6,6,9,5,0,3,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
441,Chelsea,Newcastle,2,0,H,1,0,H,5,5,13,13,2,3,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
442,Man United,Newcastle,3,0,H,2,0,H,10,3,9,5,2,2,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,2,4,1,1,2
443,Man United,Newcastle,1,1,D,0,0,D,13,6,12,15,1,4,0,1,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,2,4,1,1,2
444,Man United,Newcastle,0,1,A,0,0,D,4,3,11,18,0,2,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,2,4,1,1,2
445,Man United,Newcastle,0,0,D,0,0,D,8,0,15,11,2,2,0,0,Mason Greenwood,14,10,10,0,0,49,0,0,0,12,Mason Greenwood,1,1038,648,224,1989,929,39,80,166,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,2,4,1,1,2
446,Aston Villa,Newcastle,1,0,H,1,0,H,7,4,8,10,2,2,0,0,Bertrand Traoré,2,4,2,0,0,35,0,0,0,3,Bertrand Traoré,9,924,316,275,1117,1186,-2,50,333,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
447,Aston Villa,Newcastle,1,1,D,1,0,H,2,13,13,10,1,1,0,0,Bertrand Traoré,2,4,2,0,0,35,0,0,0,3,Bertrand Traoré,9,924,316,275,1117,1186,-2,50,333,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
448,Aston Villa,Newcastle,1,2,A,0,2,A,4,7,16,9,5,2,0,0,Bertrand Traoré,2,4,2,0,0,35,0,0,0,3,Bertrand Traoré,9,924,316,275,1117,1186,-2,50,333,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,1,1,3,1,1,1
449,Arsenal,Newcastle,0,1,A,0,1,A,8,2,16,12,3,1,1,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,1,0,5,4,1,0
450,Arsenal,Newcastle,2,1,H,1,1,D,13,3,11,12,2,3,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,1,0,5,4,1,0
451,Arsenal,Newcastle,3,0,H,2,0,H,8,3,9,8,3,2,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,1,0,5,4,1,0
452,Arsenal,Newcastle,1,0,H,0,0,D,3,6,10,9,2,2,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,1,0,5,4,1,0
453,Arsenal,Newcastle,2,0,H,1,0,H,4,1,11,10,2,0,0,0,Willian,137,47,37,0,5,37,0,21,1,131,Willian,2,1038,565,260,1845,1013,30,72,213,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,4,1,0,5,4,1,0
454,West Brom,Newcastle,3,1,H,1,0,H,12,7,11,9,0,5,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,1,5,2,2,1
455,West Brom,Newcastle,1,3,A,0,3,A,6,7,10,4,0,1,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,1,5,2,2,1
456,West Brom,Newcastle,1,1,D,0,1,A,4,6,9,10,0,2,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,1,5,2,2,1
457,West Brom,Newcastle,1,0,H,0,0,D,4,3,7,15,0,0,0,1,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,1,5,2,2,1
458,West Brom,Newcastle,0,2,A,0,1,A,2,3,12,6,0,0,0,0,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,17,456,112,128,475,696,-18,38,216,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,2,1,5,2,2,1
459,Southampton,Newcastle,2,0,H,1,0,H,10,3,12,14,2,2,0,0,Michael Obafemi,10,12,4,0,0,40,0,2,0,13,Michael Obafemi,12,772,238,214,937,1087,-7,46,320,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,0,1,3,2,0,1
460,Southampton,Newcastle,4,0,H,1,0,H,11,2,5,6,0,1,0,0,Michael Obafemi,10,12,4,0,0,40,0,2,0,13,Michael Obafemi,12,772,238,214,937,1087,-7,46,320,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,0,1,3,2,0,1
461,Southampton,Newcastle,0,0,D,0,0,D,4,0,9,12,0,1,0,0,Michael Obafemi,10,12,4,0,0,40,0,2,0,13,Michael Obafemi,12,772,238,214,937,1087,-7,46,320,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,2,0,1,3,2,0,1
462,Crystal Palace,Newcastle,0,3,A,0,2,A,4,6,11,14,1,2,0,0,Michy Batshuayi,37,15,13,0,0,34,0,0,0,24,Michy Batshuayi,14,388,111,96,425,564,-13,42,181,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,0,1,1,2,0,1,1
463,Crystal Palace,Newcastle,1,1,D,0,1,A,6,8,11,8,1,1,0,0,Michy Batshuayi,37,15,13,0,0,34,0,0,0,24,Michy Batshuayi,14,388,111,96,425,564,-13,42,181,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,0,1,1,2,0,1,1
464,Leicester,Newcastle,1,0,H,1,0,H,1,2,4,9,0,0,0,0,Fousseni Diabaté,3,7,0,15,0,33,0,1,0,1,Fousseni Diabaté,11,498,157,136,623,718,-7,46,205,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,2,0,3,1,2,0
465,Leicester,Newcastle,1,2,A,0,1,A,1,4,7,14,1,3,0,0,Fousseni Diabaté,3,7,0,15,0,33,0,1,0,1,Fousseni Diabaté,11,498,157,136,623,718,-7,46,205,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,2,0,3,1,2,0
466,Leicester,Newcastle,0,1,A,0,1,A,5,5,6,10,2,3,0,0,Fousseni Diabaté,3,7,0,15,0,33,0,1,0,1,Fousseni Diabaté,11,498,157,136,623,718,-7,46,205,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,2,0,3,1,2,0
467,Brighton,Newcastle,1,0,H,0,0,D,3,5,6,8,2,1,0,0,Viktor Gyökeres,0,0,0,0,0,0,0,0,0,0,Viktor Gyökeres,16,76,18,22,69,114,-22,38,36,7,920,346,234,1249,1235,0,53,340,Callum Wilson,39,60,42,0,5,40,0,13,0,177,Callum Wilson,1,0,0,1,1,0,0
468,Everton,West Brom,1,4,A,1,2,A,4,3,11,18,1,3,1,1,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,2,2,2,6,2,1,2
469,Everton,West Brom,2,0,H,1,0,H,9,5,8,12,2,1,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,2,2,2,6,2,1,2
470,Everton,West Brom,0,0,D,0,0,D,8,2,14,15,1,1,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,2,2,2,6,2,1,2
471,Everton,West Brom,0,0,D,0,0,D,4,0,11,12,3,2,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,2,2,2,6,2,1,2
472,Everton,West Brom,0,1,A,0,1,A,6,1,9,12,1,3,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,2,2,2,6,2,1,2
473,Everton,West Brom,3,0,H,2,0,H,5,2,8,12,1,2,0,0,Anthony Gordon,3,4,0,11,0,17,0,0,0,10,Anthony Gordon,8,1038,377,296,1357,1311,1,52,365,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,2,2,2,6,2,1,2
474,Wolves,West Brom,3,1,H,2,0,H,10,6,9,7,3,1,0,0,Leonardo Campana,0,0,0,0,0,0,0,0,0,0,Leonardo Campana,18,190,48,49,203,327,-24,38,93,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,1,0,2,1,1,0
475,Wolves,West Brom,1,5,A,1,1,D,8,16,6,11,1,0,0,0,Leonardo Campana,0,0,0,0,0,0,0,0,0,0,Leonardo Campana,18,190,48,49,203,327,-24,38,93,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,1,0,2,1,1,0
476,Tottenham,West Brom,1,0,H,0,0,D,14,2,3,14,0,5,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,1,2,1,0,1
477,Tottenham,West Brom,1,1,D,1,0,H,2,3,8,13,0,1,0,0,Gareth Bale,62,41,42,0,0,37,0,15,1,86,Gareth Bale,6,1038,446,257,1547,1306,8,59,335,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,1,2,1,0,1
478,Burnley,West Brom,2,2,D,2,1,H,5,5,10,15,0,4,0,0,Matej Vydra,11,30,6,0,0,54,0,1,0,9,Matej Vydra,15,190,51,44,190,297,-21,39,95,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,0,0,1,1,0,0,1
479,Man City,West Brom,3,0,H,3,0,H,9,9,13,10,1,2,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
480,Man City,West Brom,4,0,H,1,0,H,12,1,7,9,0,0,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
481,Man City,West Brom,1,0,H,1,0,H,9,11,10,9,2,1,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
482,Man City,West Brom,3,1,H,3,1,H,6,3,9,7,1,1,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
483,Man City,West Brom,2,1,H,1,1,D,4,2,10,7,0,1,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
484,Man City,West Brom,3,1,H,2,0,H,10,2,8,11,1,2,0,0,Liam Delap,0,0,0,0,0,0,0,0,0,0,Liam Delap,5,848,391,196,1374,975,18,62,261,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
485,Fulham,West Brom,3,0,H,1,0,H,6,4,7,9,0,1,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,1,2,1,0,1
486,Fulham,West Brom,1,1,D,0,0,D,6,11,6,7,1,0,0,0,Aboubakar Kamara,2,10,3,0,1,45,0,2,0,26,Aboubakar Kamara,13,532,157,141,604,778,-12,43,234,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,1,2,1,0,1
487,West Ham,West Brom,2,2,D,1,1,D,5,6,13,5,3,0,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,3,4,1,0,3
488,West Ham,West Brom,3,1,H,2,0,H,8,11,10,13,1,1,0,1,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,3,4,1,0,3
489,West Ham,West Brom,1,1,D,1,0,H,6,3,15,16,0,2,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,3,4,1,0,3
490,West Ham,West Brom,2,2,D,0,1,A,4,3,7,14,3,2,0,0,Emmanuel Longelo,0,0,0,0,0,0,0,0,0,0,Emmanuel Longelo,10,882,290,228,1064,1269,-8,47,364,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,0,3,4,1,0,3
491,Liverpool,West Brom,0,2,A,0,0,D,14,3,9,9,1,4,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,1,1,3,1,1,1
492,Liverpool,West Brom,2,1,H,1,0,H,7,4,12,15,2,2,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,1,1,3,1,1,1
493,Liverpool,West Brom,2,2,D,1,1,D,8,2,7,10,0,0,0,0,Diogo Jota,27,19,16,0,0,39,0,15,0,84,Diogo Jota,4,1038,529,262,1774,1046,26,68,247,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,1,1,1,3,1,1,1
494,Chelsea,West Brom,6,0,H,2,0,H,13,4,10,10,1,0,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
495,Chelsea,West Brom,2,1,H,0,1,A,12,4,12,8,2,4,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
496,Chelsea,West Brom,1,0,H,1,0,H,19,4,12,16,1,2,0,0,Callum Hudson-Odoi,18,12,1,0,0,28,0,1,0,12,Callum Hudson-Odoi,3,1038,558,257,1770,1002,28,71,223,17,456,112,128,475,696,-18,38,216,Jamie Soule,0,0,0,0,0,0,0,0,0,0,Jamie Soule,6,0,0,6,5,0,0
