,Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Defender,Forward,Midfielder,Goalkeeper
376,Odion Ighalo,25.0,Man United,Forward,Nigeria,31.0,67,23,27,16,0.24,1.0,12.0,3.0,0.0,0.0,153.0,62.0,41%,3.0,25.0,,,39.0,,,36.0,18.0,30.0,16.0,,,,,,,,,,4,1045,15.6,1.0,20.0,,,,,,,,,,,,5,0,65,37.0,0,Odion Ighalo,0,0
377,Mason Greenwood,11.0,Man United,Forward,England,18.0,35,14,10,10,0.29,0.0,2.0,8.0,0.0,0.0,49.0,24.0,49%,2.0,5.0,,,20.0,,,9.0,6.0,6.0,2.0,,,,,,,,,,1,577,16.49,1.0,12.0,,,,,,,,,,,,0,0,12,5.0,0,Mason Greenwood,0,0
378,Mark Gillespie,29.0,Newcastle,Goalkeeper,England,28.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Mark Gillespie
379,Martin Dubravka,1.0,Newcastle,Goalkeeper,Slovakia,31.0,88,29,38,0,,,,,,,,,,,,26.0,117.0,,,,,,,,,,,,,,,0.0,9.0,0,2318,26.34,,,,,653.0,261.0,1.0,39.0,75.0,16.0,32.0,291.0,756.0,1,0,0,,0,0,0,Martin Dubravka
380,Karl Darlow,26.0,Newcastle,Goalkeeper,England,29.0,21,5,8,0,,,,,,,,,,,,6.0,29.0,,,,,,,,,,,,,,,1.0,1.0,0,554,26.38,,,,,171.0,65.0,1.0,13.0,30.0,5.0,9.0,73.0,174.0,0,0,0,,0,0,0,Karl Darlow
381,Daniel Langley,41.0,Newcastle,Goalkeeper,England,19.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Daniel Langley
382,Ciaran Clark,2.0,Newcastle,Defender,Ireland,30.0,179,45,85,14,,11.0,0.0,3.0,,,,,,3.0,,29.0,270.0,306.0,74%,5.0,18.0,304.0,1256.0,580.0,5.0,683.0,872.0,605.0,48.0,420.0,305.0,0.0,4.0,5,5675,31.7,10.0,41.0,20%,2.0,371.0,,,,,,,,,47,2,171,2.0,Ciaran Clark,0,0,0
383,Paul Dummett,3.0,Newcastle,Defender,Wales,28.0,128,42,56,2,,0.0,0.0,2.0,,,,,,1.0,,27.0,151.0,216.0,75%,1.0,10.0,177.0,606.0,348.0,1.0,387.0,590.0,345.0,21.0,305.0,199.0,2.0,2.0,0,3814,29.8,4.0,202.0,19%,1.0,229.0,,,,,,,,,12,1,58,1.0,Paul Dummett,0,0,0
384,Fabian Schär,5.0,Newcastle,Defender,Switzerland,28.0,46,17,21,6,,1.0,3.0,2.0,,,,,,0.0,,11.0,60.0,99.0,61%,0.0,7.0,114.0,209.0,106.0,2.0,225.0,268.0,229.0,30.0,99.0,99.0,0.0,2.0,1,1755,38.15,1.0,29.0,10%,5.0,228.0,,,,,,,,,17,0,57,3.0,Fabian Schär,0,0,0
385,Jamaal Lascelles,6.0,Newcastle,Defender,England,26.0,109,34,48,6,,6.0,0.0,0.0,,,,,,0.0,,30.0,123.0,90.0,54%,5.0,3.0,123.0,645.0,364.0,2.0,546.0,489.0,275.0,15.0,343.0,171.0,0.0,4.0,1,3699,33.94,2.0,5.0,5%,2.0,237.0,,,,,,,,,16,1,69,3.0,Jamaal Lascelles,0,0,0
386,Emil Krafth,17.0,Newcastle,Defender,Sweden,26.0,17,5,8,0,,0.0,0.0,0.0,,,,,,0.0,,2.0,23.0,18.0,67%,0.0,1.0,8.0,40.0,22.0,0.0,43.0,36.0,28.0,4.0,8.0,9.0,0.0,0.0,1,329,19.35,1.0,20.0,5%,0.0,10.0,,,,,,,,,0,0,4,0.0,Emil Krafth,0,0,0
387,Federico Fernández,18.0,Newcastle,Defender,Argentina,31.0,170,55,72,4,,2.0,1.0,0.0,,,,,,2.0,,43.0,235.0,254.0,73%,0.0,13.0,305.0,1070.0,633.0,0.0,756.0,777.0,578.0,24.0,399.0,295.0,4.0,3.0,7,7218,42.46,5.0,48.0,19%,2.0,523.0,,,,,,,,,25,0,135,8.0,Federico Fernández,0,0,0
388,Javier Manquillo,19.0,Newcastle,Defender,Spain,26.0,92,25,45,1,,0.0,1.0,0.0,,,,,,0.0,,18.0,109.0,171.0,67%,0.0,2.0,100.0,221.0,95.0,0.0,310.0,359.0,299.0,47.0,88.0,85.0,0.0,0.0,5,2235,24.29,4.0,168.0,14%,1.0,79.0,,,,,,,,,15,0,72,11.0,Javier Manquillo,0,0,0
389,DeAndre Yedlin,22.0,Newcastle,Defender,United States,27.0,103,29,48,2,,1.0,1.0,0.0,,,,,,0.0,,19.0,121.0,169.0,64%,2.0,5.0,107.0,269.0,110.0,3.0,385.0,398.0,390.0,60.0,109.0,134.0,2.0,0.0,5,2500,24.27,6.0,219.0,23%,3.0,90.0,,,,,,,,,16,1,102,15.0,DeAndre Yedlin,0,0,0
390,Jamal Lewis,15.0,Newcastle,Defender,Northern Ireland,22.0,30,4,24,1,,0.0,0.0,1.0,,,,,,0.0,,3.0,59.0,53.0,70%,0.0,2.0,27.0,57.0,20.0,0.0,150.0,122.0,107.0,34.0,9.0,24.0,0.0,0.0,0,1101,36.7,1.0,48.0,25%,1.0,33.0,,,,,,,,,5,0,16,2.0,Jamal Lewis,0,0,0
391,Jacob Murphy,23.0,Newcastle,Midfielder,England,25.0,34,6,22,1,0.03,0.0,1.0,0.0,0.0,0.0,24.0,8.0,33%,0.0,1.0,,,19.0,63%,,7.0,7.0,15.0,3.0,,97.0,76.0,120.0,37.0,11.0,27.0,,0.0,2,325,9.56,4.0,56.0,18%,1.0,11.0,,,,,,,,,0,0,12,1.0,0,0,Jacob Murphy,0
392,Jonjo Shelvey,8.0,Newcastle,Midfielder,England,28.0,215,77,86,20,0.09,1.0,16.0,3.0,2.0,1.0,374.0,114.0,30%,12.0,17.0,,,261.0,71%,,105.0,198.0,175.0,61.0,,1111.0,573.0,609.0,135.0,109.0,101.0,,3.0,23,8878,41.29,30.0,610.0,24%,67.0,976.0,,,,,,,,,33,4,178,12.0,0,0,Jonjo Shelvey,0
393,Matt Ritchie,11.0,Newcastle,Midfielder,Scotland,31.0,128,38,58,11,0.09,1.0,1.0,9.0,1.0,0.0,206.0,51.0,25%,5.0,7.0,,,193.0,68%,,76.0,150.0,173.0,80.0,,637.0,507.0,649.0,58.0,113.0,211.0,,1.0,20,4121,32.2,27.0,753.0,25%,16.0,222.0,,,,,,,,,24,0,159,8.0,0,0,Matt Ritchie,0
394,Isaac Hayden,14.0,Newcastle,Midfielder,England,25.0,82,31,31,3,0.04,1.0,2.0,0.0,0.0,0.0,55.0,17.0,31%,0.0,2.0,,,171.0,56%,,20.0,104.0,102.0,49.0,,316.0,424.0,372.0,45.0,161.0,122.0,,0.0,6,2149,26.21,9.0,66.0,24%,6.0,69.0,,,,,,,,,15,2,92,2.0,0,0,Isaac Hayden,0
395,Miguel Almirón,24.0,Newcastle,Midfielder,Paraguay,26.0,48,17,18,4,0.08,0.0,2.0,2.0,0.0,0.0,76.0,25.0,33%,2.0,11.0,,,81.0,63%,,25.0,39.0,20.0,8.0,,256.0,222.0,205.0,53.0,11.0,37.0,,0.0,3,1098,22.88,4.0,65.0,25%,3.0,28.0,,,,,,,,,5,0,37,28.0,0,0,Miguel Almirón,0
396,Christian Atsu,30.0,Newcastle,Midfielder,Ghana,28.0,80,25,32,3,0.04,0.0,0.0,3.0,0.0,0.0,72.0,28.0,39%,0.0,4.0,,,52.0,77%,,17.0,26.0,41.0,17.0,,245.0,217.0,380.0,73.0,32.0,142.0,,0.0,6,1096,13.7,12.0,117.0,19%,8.0,24.0,,,,,,,,,5,0,34,14.0,0,0,Christian Atsu,0
397,Sean Longstaff,36.0,Newcastle,Midfielder,England,22.0,33,12,15,2,0.06,0.0,1.0,1.0,0.0,0.0,33.0,9.0,27%,1.0,0.0,,,52.0,62%,,10.0,29.0,28.0,8.0,,119.0,123.0,134.0,12.0,26.0,33.0,,1.0,1,925,28.03,3.0,36.0,28%,1.0,64.0,,,,,,,,,4,1,24,0.0,0,0,Sean Longstaff,0
398,Matthew Longstaff,4.0,Newcastle,Midfielder,England,20.0,9,2,4,2,0.22,0.0,2.0,0.0,0.0,0.0,4.0,2.0,50%,1.0,0.0,,,3.0,33%,,1.0,5.0,3.0,1.0,,38.0,17.0,29.0,3.0,6.0,5.0,,0.0,0,255,28.33,1.0,2.0,50%,1.0,10.0,,,,,,,,,1,0,6,0.0,0,0,Matthew Longstaff,0
399,Jeff Hendrick,16.0,Newcastle,Midfielder,Ireland,28.0,124,41,55,10,0.08,1.0,8.0,1.0,0.0,0.0,99.0,25.0,25%,0.0,7.0,,,91.0,55%,,38.0,80.0,93.0,45.0,,510.0,349.0,520.0,84.0,94.0,147.0,,0.0,6,3063,24.7,7.0,95.0,20%,10.0,134.0,,,,,,,,,19,1,97,34.0,0,0,Jeff Hendrick,0
400,Ryan Fraser,21.0,Newcastle,Midfielder,Scotland,26.0,121,34,59,16,0.13,0.0,13.0,3.0,0.0,1.0,132.0,61.0,46%,1.0,7.0,,,57.0,65%,,38.0,67.0,80.0,34.0,,413.0,364.0,360.0,66.0,31.0,97.0,,0.0,26,3469,28.67,41.0,711.0,23%,16.0,94.0,,,,,,,,,7,0,40,14.0,0,0,Ryan Fraser,0
401,Henri Saivet,28.0,Newcastle,Midfielder,Senegal,29.0,5,3,2,1,0.2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,100%,0.0,0.0,,,18.0,67%,,0.0,9.0,10.0,3.0,,24.0,23.0,20.0,1.0,3.0,7.0,,1.0,0,106,21.2,0.0,2.0,2%,0.0,4.0,,,,,,,,,0,0,1,0.0,0,0,Henri Saivet,0
402,Daniel Barlaser,32.0,Newcastle,Midfielder,England,23.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Daniel Barlaser,0
403,Andy Carroll,7.0,Newcastle,Forward,England,31.0,232,81,92,53,0.23,24.0,6.0,23.0,2.0,1.0,534.0,172.0,32%,12.0,49.0,,,103.0,,,107.0,74.0,323.0,195.0,,,,,,,,,,22,4726,20.37,28.0,114.0,,,,,,,,,,,,33,2,321,77.0,0,Andy Carroll,0,0
404,Joelinton,9.0,Newcastle,Forward,Brazil,24.0,40,12,17,2,0.05,0.0,1.0,1.0,0.0,0.0,51.0,15.0,29%,1.0,8.0,,,36.0,,,13.0,11.0,31.0,20.0,,,,,,,,,,2,836,20.9,3.0,6.0,,,,,,,,,,,,7,0,32,22.0,0,Joelinton,0,0
405,Allan Saint-Maximin,10.0,Newcastle,Forward,France,23.0,28,11,9,3,0.11,1.0,2.0,0.0,0.0,0.0,47.0,21.0,45%,2.0,4.0,,,15.0,,,14.0,9.0,5.0,1.0,,,,,,,,,,4,458,16.36,8.0,46.0,,,,,,,,,,,,0,0,19,3.0,0,Allan Saint-Maximin,0,0
406,Dwight Gayle,12.0,Newcastle,Forward,England,29.0,119,28,64,25,0.21,2.0,16.0,7.0,2.0,2.0,160.0,59.0,37%,4.0,23.0,,,61.0,,,41.0,26.0,41.0,26.0,,,,,,,,,,6,1201,10.09,6.0,64.0,,,,,,,,,,,,8,1,77,34.0,0,Dwight Gayle,0,0
407,Callum Wilson,13.0,Newcastle,Forward,England,28.0,128,39,60,42,0.33,7.0,26.0,7.0,5.0,0.0,226.0,91.0,40%,5.0,42.0,,,41.0,,,47.0,19.0,48.0,31.0,,,,,,,,,,12,1694,13.23,21.0,78.0,,,,,,,,,,,,13,0,177,94.0,0,Callum Wilson,0,0
436,Alex McCarthy,1.0,Southampton,Goalkeeper,England,30.0,96,26,43,0,,,,,,,,,,,,17.0,151.0,,,,,,,,,,,,,,,0.0,8.0,0,2325,24.22,,,,,628.0,314.0,1.0,59.0,90.0,24.0,28.0,310.0,786.0,3,0,1,,0,0,0,Alex McCarthy
437,Angus Gunn,28.0,Southampton,Goalkeeper,England,24.0,22,6,10,0,,,,,,,,,,,,5.0,43.0,,,,,,,,,,,,,,,0.0,3.0,0,520,23.64,,,,,117.0,63.0,1.0,5.0,6.0,4.0,12.0,44.0,168.0,0,0,0,,0,0,0,Angus Gunn
438,Fraser Forster,44.0,Southampton,Goalkeeper,England,32.0,107,44,38,0,,,,,,,,,,,,37.0,119.0,,,,,,,,,,,,,,,0.0,7.0,0,2515,23.5,,,,,773.0,259.0,2.0,31.0,81.0,26.0,21.0,295.0,802.0,4,0,0,,0,0,0,Fraser Forster
439,Harry Lewis,41.0,Southampton,Goalkeeper,England,22.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Harry Lewis
440,Jannik Vestergaard,4.0,Southampton,Defender,Denmark,28.0,43,14,20,1,,1.0,0.0,0.0,,,,,,1.0,,8.0,57.0,74.0,64%,0.0,5.0,62.0,273.0,155.0,0.0,208.0,280.0,150.0,14.0,169.0,82.0,0.0,1.0,0,1709,39.74,3.0,2.0,50%,3.0,98.0,,,,,,,,,5,0,27,1.0,Jannik Vestergaard,0,0,0
441,Jack Stephens,5.0,Southampton,Defender,England,26.0,93,25,40,4,,2.0,1.0,1.0,,,,,,1.0,,21.0,136.0,123.0,63%,3.0,4.0,136.0,396.0,204.0,0.0,513.0,381.0,324.0,37.0,185.0,183.0,0.0,1.0,4,3850,41.4,3.0,20.0,10%,5.0,237.0,,,,,,,,,16,2,55,3.0,Jack Stephens,0,0,0
442,Ryan Bertrand,3.0,Southampton,Defender,England,31.0,231,83,95,7,,1.0,2.0,4.0,,,,,,3.0,,59.0,299.0,338.0,68%,1.0,34.0,331.0,396.0,185.0,4.0,897.0,987.0,897.0,104.0,322.0,317.0,0.0,0.0,15,8783,38.02,29.0,817.0,21%,9.0,309.0,,,,,,,,,31,2,211,10.0,Ryan Bertrand,0,0,0
443,Jake Vokins,29.0,Southampton,Defender,England,20.0,1,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,1.0,2.0,100%,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,58,58.0,0.0,1.0,1%,0.0,3.0,,,,,,,,,0,0,0,0.0,Jake Vokins,0,0,0
444,Jan Bednarek,35.0,Southampton,Defender,Poland,24.0,66,22,29,2,,0.0,1.0,1.0,,,,,,0.0,,11.0,105.0,113.0,58%,2.0,3.0,154.0,390.0,186.0,2.0,327.0,351.0,239.0,4.0,217.0,125.0,1.0,3.0,2,2655,40.23,2.0,2.0,2%,3.0,140.0,,,,,,,,,12,0,58,0.0,Jan Bednarek,0,0,0
445,Yan Valery,18.0,Southampton,Defender,France,21.0,34,11,15,2,,0.0,1.0,1.0,,,,,,0.0,,3.0,49.0,62.0,69%,0.0,2.0,35.0,86.0,29.0,0.0,121.0,176.0,202.0,38.0,62.0,71.0,0.0,3.0,1,621,18.26,2.0,66.0,14%,1.0,20.0,,,,,,,,,4,1,34,5.0,Yan Valery,0,0,0
446,Kyle Walker-Peters,2.0,Southampton,Defender,England,23.0,24,13,6,0,,0.0,0.0,0.0,,,,,,0.0,,5.0,26.0,41.0,66%,1.0,2.0,28.0,36.0,16.0,0.0,116.0,137.0,101.0,37.0,17.0,37.0,0.0,0.0,6,925,38.54,5.0,38.0,21%,0.0,22.0,,,,,,,,,3,0,14,3.0,Kyle Walker-Peters,0,0,0
447,Mohammed Salisu,22.0,Southampton,Defender,Ghana,21.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Mohammed Salisu,0,0,0
448,Moussa Djenepo,12.0,Southampton,Midfielder,Mali,22.0,20,7,11,2,0.1,0.0,2.0,0.0,0.0,0.0,22.0,8.0,36%,1.0,3.0,,,28.0,75%,,4.0,10.0,9.0,3.0,,52.0,117.0,102.0,49.0,6.0,19.0,,0.0,2,266,13.3,3.0,21.0,19%,1.0,5.0,,,,,,,,,4,1,26,3.0,0,0,Moussa Djenepo,0
449,Oriol Romeu,6.0,Southampton,Midfielder,Spain,29.0,183,66,67,4,0.02,0.0,3.0,1.0,0.0,0.0,113.0,23.0,20%,1.0,3.0,,,471.0,69%,,38.0,328.0,254.0,104.0,,1118.0,1000.0,921.0,94.0,304.0,286.0,,0.0,0,7889,43.11,12.0,20.0,35%,9.0,434.0,,,,,,,,,49,0,253,5.0,0,0,Oriol Romeu,0
450,James Ward-Prowse,8.0,Southampton,Midfielder,England,25.0,233,80,89,22,0.09,0.0,18.0,4.0,4.0,6.0,249.0,102.0,41%,5.0,15.0,,,262.0,64%,,71.0,188.0,249.0,134.0,,914.0,613.0,874.0,49.0,182.0,303.0,,0.0,22,6946,29.81,36.0,1110.0,26%,17.0,294.0,,,,,,,,,28,1,193,5.0,0,0,James Ward-Prowse,0
451,Stuart Armstrong,17.0,Southampton,Midfielder,Scotland,28.0,60,19,26,8,0.13,0.0,6.0,2.0,0.0,0.0,79.0,32.0,41%,0.0,4.0,,,61.0,64%,,23.0,23.0,34.0,13.0,,189.0,184.0,241.0,51.0,31.0,52.0,,0.0,5,1230,20.5,3.0,48.0,19%,2.0,34.0,,,,,,,,,6,0,47,7.0,0,0,Stuart Armstrong,0
452,Sofiane Boufal,19.0,Southampton,Midfielder,Morocco,27.0,70,12,35,3,0.04,0.0,1.0,2.0,0.0,0.0,73.0,20.0,27%,0.0,2.0,,,91.0,63%,,28.0,15.0,9.0,3.0,,212.0,371.0,410.0,187.0,23.0,37.0,,0.0,4,1328,18.97,9.0,101.0,16%,9.0,36.0,,,,,,,,,8,0,77,5.0,0,0,Sofiane Boufal,0
453,Nathan Redmond,11.0,Southampton,Midfielder,England,26.0,208,53,99,25,0.12,1.0,20.0,3.0,0.0,0.0,382.0,129.0,34%,14.0,15.0,,,253.0,64%,,108.0,113.0,74.0,22.0,,901.0,924.0,1114.0,415.0,69.0,187.0,,1.0,18,5788,27.83,37.0,525.0,23%,27.0,243.0,,,,,,,,,12,1,155,48.0,0,0,Nathan Redmond,0
454,William Smallbone,20.0,Southampton,Midfielder,Ireland,20.0,11,5,3,0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6%,1.0,0.0,,,13.0,,,2.0,3.0,1.0,1.0,,,,,,,,,,2,248,22.55,0.0,9.0,,,,,,,,,,,,0,0,4,0.0,0,0,William Smallbone,0
455,Nathan Tella,23.0,Southampton,Midfielder,England,21.0,2,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,7.0,1.0,1.0,1.0,1.0,,0.0,0,4,2.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,0,0,Nathan Tella,0
456,Shane Long,7.0,Southampton,Forward,Ireland,33.0,322,110,143,55,0.17,14.0,28.0,12.0,1.0,0.0,403.0,161.0,40%,17.0,64.0,,,230.0,,,53.0,125.0,181.0,113.0,,,,,,,,,,23,4540,14.1,25.0,307.0,,,,,,,,,,,,28,0,395,186.0,0,Shane Long,0,0
457,Danny Ings,9.0,Southampton,Forward,England,28.0,113,32,47,45,0.4,7.0,24.0,13.0,6.0,0.0,268.0,108.0,40%,10.0,26.0,,,106.0,,,65.0,37.0,45.0,26.0,,,,,,,,,,9,1938,17.15,14.0,94.0,,,,,,,,,,,,11,0,91,43.0,0,Danny Ings,0,0
458,Che Adams,10.0,Southampton,Forward,England,24.0,32,13,14,4,0.12,0.0,4.0,0.0,0.0,0.0,41.0,13.0,32%,1.0,11.0,,,6.0,,,15.0,2.0,9.0,3.0,,,,,,,,,,2,282,8.81,5.0,13.0,,,,,,,,,,,,1,0,20,11.0,0,Che Adams,0,0
459,Michael Obafemi,14.0,Southampton,Forward,Ireland,20.0,28,10,12,4,0.14,0.0,3.0,1.0,0.0,0.0,20.0,8.0,40%,0.0,4.0,,,8.0,,,7.0,7.0,0.0,0.0,,,,,,,,,,3,156,5.57,3.0,3.0,,,,,,,,,,,,2,0,13,4.0,0,Michael Obafemi,0,0
460,Hugo Lloris,1.0,Tottenham,Goalkeeper,France,33.0,262,153,56,0,,,,,,,,,,,,92.0,277.0,,,,,,,,,,,,,,,0.0,18.0,0,6702,25.58,,,,,1543.0,703.0,5.0,177.0,210.0,96.0,257.0,1234.0,1888.0,3,0,3,,0,0,0,Hugo Lloris
461,Paulo Gazzaniga,22.0,Tottenham,Goalkeeper,Argentina,28.0,43,13,20,0,,,,,,,,,,,,6.0,61.0,,,,,,,,,,,,,,,0.0,7.0,0,982,22.84,,,,,221.0,127.0,1.0,18.0,36.0,17.0,31.0,162.0,359.0,1,0,1,,0,0,0,Paulo Gazzaniga
462,Joe Hart,12.0,Tottenham,Goalkeeper,England,33.0,340,169,97,0,,,,,,,,,,,,127.0,383.0,,,,,,,,,,,,,,,0.0,20.0,1,6733,19.8,,,,,1800.0,941.0,7.0,269.0,391.0,249.0,180.0,1516.0,2806.0,7,0,6,,0,0,0,Joe Hart
463,Alfie Whiteman,41.0,Tottenham,Goalkeeper,England,21.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Alfie Whiteman
464,Brandon Austin,40.0,Tottenham,Goalkeeper,England,21.0,0,0,0,0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0,0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,0,0,Brandon Austin
465,Toby Alderweireld,4.0,Tottenham,Defender,Belgium,31.0,176,98,42,8,,5.0,2.0,1.0,,,,,,3.0,,60.0,158.0,226.0,74%,2.0,27.0,183.0,976.0,462.0,4.0,824.0,556.0,442.0,26.0,282.0,266.0,2.0,1.0,4,10036,57.02,5.0,57.0,28%,22.0,1081.0,,,,,,,,,20,0,68,3.0,Toby Alderweireld,0,0,0
466,Davinson Sánchez,6.0,Tottenham,Defender,Colombia,24.0,84,46,21,1,,1.0,0.0,0.0,,,,,,0.0,,23.0,81.0,122.0,59%,3.0,5.0,102.0,384.0,193.0,0.0,430.0,379.0,305.0,18.0,199.0,159.0,1.0,1.0,1,4901,58.35,1.0,5.0,20%,0.0,249.0,,,,,,,,,9,1,73,1.0,Davinson Sánchez,0,0,0
467,Juan Foyth,21.0,Tottenham,Defender,Argentina,22.0,16,8,5,1,,1.0,0.0,0.0,,,,,,0.0,,3.0,14.0,38.0,53%,1.0,0.0,11.0,50.0,28.0,0.0,62.0,96.0,59.0,21.0,28.0,20.0,0.0,2.0,0,642,40.12,2.0,2.0,2%,1.0,23.0,,,,,,,,,4,1,18,0.0,Juan Foyth,0,0,0
468,Serge Aurier,24.0,Tottenham,Defender,Cote D'Ivoire,27.0,58,32,13,3,,1.0,1.0,1.0,,,,,,0.0,,12.0,53.0,162.0,67%,1.0,10.0,85.0,149.0,93.0,0.0,285.0,394.0,328.0,62.0,130.0,108.0,1.0,1.0,9,2326,40.1,11.0,229.0,14%,1.0,64.0,,,,,,,,,4,2,79,9.0,Serge Aurier,0,0,0
469,Ben Davies,33.0,Tottenham,Defender,Wales,27.0,201,96,59,6,,0.0,1.0,5.0,,,,,,2.0,,51.0,203.0,390.0,69%,2.0,32.0,263.0,625.0,310.0,1.0,689.0,957.0,842.0,79.0,343.0,346.0,0.0,0.0,15,8593,42.75,20.0,587.0,22%,5.0,327.0,,,,,,,,,26,0,162,4.0,Ben Davies,0,0,0
470,Japhet Tanganga,25.0,Tottenham,Defender,England,21.0,6,1,3,0,,0.0,0.0,0.0,,,,,,0.0,,2.0,7.0,17.0,53%,0.0,1.0,11.0,29.0,21.0,1.0,27.0,45.0,32.0,6.0,18.0,11.0,0.0,1.0,0,201,33.5,0.0,2.0,2%,0.0,6.0,,,,,,,,,1,0,8,0.0,Japhet Tanganga,0,0,0
471,Matt Doherty,2.0,Tottenham,Defender,Ireland,28.0,77,32,22,8,,3.0,1.0,4.0,,,,,,2.0,,19.0,75.0,128.0,59%,1.0,16.0,103.0,137.0,96.0,1.0,333.0,508.0,388.0,50.0,288.0,205.0,1.0,0.0,8,2970,38.57,11.0,108.0,19%,4.0,103.0,,,,,,,,,7,0,63,6.0,Matt Doherty,0,0,0
472,Dennis Cirkin,49.0,Tottenham,Defender,England,18.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Dennis Cirkin,0,0,0
473,Cameron Carter-Vickers,,Tottenham,Defender,United States,22.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Cameron Carter-Vickers,0,0,0
474,Sergio Reguilón,3.0,Tottenham,Defender,Spain,23.0,0,0,0,0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0,Sergio Reguilón,0,0,0
475,Harry Winks,8.0,Tottenham,Midfielder,England,24.0,96,58,23,2,0.02,1.0,1.0,0.0,0.0,0.0,32.0,6.0,19%,1.0,1.0,,,88.0,65%,,8.0,73.0,64.0,24.0,,394.0,230.0,237.0,51.0,33.0,33.0,,0.0,2,4198,43.73,3.0,54.0,17%,11.0,199.0,,,,,,,,,14,0,59,2.0,0,0,Harry Winks,0
476,Erik Lamela,11.0,Tottenham,Midfielder,Argentina,28.0,155,81,36,16,0.1,2.0,1.0,12.0,0.0,0.0,203.0,69.0,34%,8.0,16.0,,,247.0,74%,,72.0,103.0,32.0,17.0,,546.0,633.0,869.0,192.0,38.0,124.0,,0.0,23,4019,25.93,28.0,374.0,27%,36.0,90.0,,,,,,,,,26,0,213,28.0,0,0,Erik Lamela,0
